customer_id,segment,offer_type,assigned_group,converted
C001264,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,1
C001264,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001265,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,treatment,0
C001266,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001266,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,treatment,1
C001266,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,control,1
C001267,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,control,0
C001267,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,treatment,0
C001267,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,control,0
C001268,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,control,0
C001268,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001269,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,1
C001269,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001269,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,1
C001270,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001271,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C001272,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,1
C001273,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,control,0
C001273,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,treatment,1
C001273,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001274,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001275,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C001276,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,1
C001276,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001277,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001277,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C001278,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,control,0
C001279,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001279,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001279,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,control,0
C001280,High-value engaged investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001280,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001281,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,control,1
C001281,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,control,0
C001282,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C001282,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C001282,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001283,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,treatment,0
C001283,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,control,0
C001283,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,treatment,0
C001284,High-value engaged investors,ISA_ALLOWANCE_REMINDER,treatment,1
C001284,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001284,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,1
C001285,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001285,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,control,0
C001286,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,control,0
C001287,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001287,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C001288,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,treatment,1
C001288,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,treatment,0
C001289,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,treatment,0
C001290,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001290,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001290,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C001291,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001291,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,treatment,1
C001291,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,control,0
C001292,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001292,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001293,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001293,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C001293,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,1
C001294,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001294,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,0
C001294,High-value engaged investors,MANAGED_SERVICE_EDUCATION,control,0
C001295,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C001295,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,control,0
C001296,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,control,0
C001296,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,treatment,1
C001296,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,treatment,0
C001297,High-value engaged investors,ISA_ALLOWANCE_REMINDER,control,0
C001297,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,1
C001298,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,control,1
C001299,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001299,High-value engaged investors,MANAGED_SERVICE_EDUCATION,control,0
C001299,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,0
C001300,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,control,0
C001300,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,treatment,1
C001301,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001301,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,control,0
C001302,High-value engaged investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001302,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,control,1
C001303,High-value engaged investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001304,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,0
C001304,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,control,1
C001305,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001306,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C001307,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,control,0
C001307,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,control,0
C001307,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,control,0
C001308,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001308,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,1
C001309,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,control,0
C001309,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,control,1
C001309,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,control,0
C001310,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,1
C001310,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001310,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001311,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,1
C001311,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,control,1
C001311,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001312,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001312,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,1
C001312,High-value engaged investors,MANAGED_SERVICE_EDUCATION,control,0
C001313,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,control,0
C001313,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,control,0
C001313,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001314,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,control,0
C001315,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001315,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,control,0
C001316,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001316,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C001316,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C001317,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,control,1
C001317,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,control,0
C001318,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001318,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,treatment,1
C001318,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001319,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C001319,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001320,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001321,High-value engaged investors,ISA_ALLOWANCE_REMINDER,control,0
C001321,High-value engaged investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001321,High-value engaged investors,CASH_TO_INVEST_EDUCATION,treatment,1
C001322,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001323,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001324,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001324,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,treatment,0
C001324,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,treatment,0
C001325,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,1
C001325,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,control,0
C001326,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001327,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,control,0
C001328,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001328,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,1
C001328,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C001329,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001329,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001329,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C001330,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,control,0
C001331,High-value engaged investors,CASH_TO_INVEST_EDUCATION,treatment,1
C001332,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,control,0
C001332,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C001332,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001333,High-value engaged investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001333,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001333,High-value engaged investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001334,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001334,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001334,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C001335,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001335,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001336,High-value engaged investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001336,High-value engaged investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001337,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,treatment,1
C001337,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001337,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001338,High-value engaged investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001339,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001340,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001340,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001341,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,control,0
C001341,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,control,0
C001342,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,control,0
C001342,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,control,0
C001343,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001343,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,treatment,0
C001343,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,treatment,1
C001344,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,control,0
C001344,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,treatment,0
C001345,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001346,High-value engaged investors,MANAGED_SERVICE_EDUCATION,control,0
C001346,High-value engaged investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001346,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,1
C001347,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001348,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,control,0
C001348,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,1
C001349,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001349,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001350,High-value engaged investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001350,High-value engaged investors,ISA_ALLOWANCE_REMINDER,control,1
C001350,High-value engaged investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001351,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001351,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001352,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,1
C001352,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,control,0
C001353,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,treatment,0
C001354,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001354,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,treatment,1
C001354,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,treatment,1
C001355,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,control,0
C001355,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001356,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,control,0
C001357,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,control,0
C001357,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,control,0
C001358,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,control,0
C001358,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,control,0
C001359,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001360,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C001360,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001360,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,control,0
C001361,High-value engaged investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001362,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,treatment,1
C001363,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001364,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001364,High-value engaged investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001365,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C001366,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001366,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001367,High-value engaged investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001368,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,control,1
C001368,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C001368,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001369,High-value engaged investors,MANAGED_SERVICE_EDUCATION,control,0
C001369,High-value engaged investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001370,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C001370,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001371,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,treatment,0
C001371,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,treatment,0
C001372,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,1
C001372,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001372,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,control,0
C001373,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001373,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001374,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,treatment,1
C001375,High-value engaged investors,ISA_ALLOWANCE_REMINDER,control,1
C001376,High-value engaged investors,MANAGED_SERVICE_EDUCATION,control,0
C001376,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,1
C001376,High-value engaged investors,ISA_ALLOWANCE_REMINDER,control,0
C001377,High-value engaged investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001377,High-value engaged investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001377,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,1
C001378,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001378,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,1
C001379,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001379,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C001379,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001380,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,control,0
C001380,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,control,1
C001380,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,1
C001381,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,control,1
C001382,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001382,High-value engaged investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001383,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,treatment,0
C001383,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,treatment,1
C001384,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,0
C001385,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001385,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C001386,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,1
C001386,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001387,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001388,High-value engaged investors,MANAGED_SERVICE_EDUCATION,treatment,1
C001388,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001388,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,0
C001389,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001390,High-value engaged investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001391,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001392,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001392,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C001392,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,treatment,1
C001393,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001393,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C001394,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,treatment,0
C001394,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,control,0
C001395,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001396,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,treatment,1
C001396,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,control,0
C001397,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001397,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001398,High-value engaged investors,ISA_ALLOWANCE_REMINDER,control,0
C001399,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001399,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001399,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,control,0
C001400,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,treatment,1
C001400,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001400,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001401,High-value engaged investors,MANAGED_SERVICE_EDUCATION,control,0
C001401,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,1
C001401,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001402,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,0
C001402,High-value engaged investors,MANAGED_SERVICE_EDUCATION,control,0
C001403,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001404,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001404,High-value engaged investors,ISA_ALLOWANCE_REMINDER,control,0
C001405,High-value engaged investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001406,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001406,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,treatment,1
C001406,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001407,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001407,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001407,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,control,0
C001408,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001409,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001409,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,control,0
C001410,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001410,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001410,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,1
C001411,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,1
C001412,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C001413,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001414,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C001414,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001414,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,control,0
C001415,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,treatment,1
C001416,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C001416,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001417,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C001417,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C001417,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,control,0
C001418,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001418,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C001418,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C001419,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001420,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001420,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001421,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,control,0
C001421,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,treatment,0
C001421,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,control,0
C001422,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,control,0
C001422,High-value engaged investors,ISA_ALLOWANCE_REMINDER,treatment,1
C001422,High-value engaged investors,CASH_TO_INVEST_EDUCATION,treatment,0
C001423,High-value engaged investors,CASH_TO_INVEST_EDUCATION,treatment,1
C001423,High-value engaged investors,MANAGED_SERVICE_EDUCATION,control,0
C001424,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,1
C001425,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,treatment,1
C001425,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,treatment,0
C001425,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,control,0
C001426,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,1
C001427,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001427,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C001428,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,treatment,0
C001428,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,control,0
C001429,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001429,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001429,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C001430,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,treatment,0
C001430,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,control,0
C001430,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,treatment,1
C001431,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C001431,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001431,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C001432,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,control,0
C001433,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,treatment,1
C001433,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,control,0
C001433,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,treatment,0
C001434,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,treatment,0
C001434,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,control,0
C001435,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,control,0
C001435,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,treatment,1
C001436,High-value engaged investors,ISA_ALLOWANCE_REMINDER,treatment,0
C001436,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,0
